"comparing","ClassicSolved","NewSolved","n","m","used.constraints","n.binding","prop.binding","rnd1","rnd2","rnd3","rnd4","rnd5","rnd6","rnd7","rnd8","rnd9","rnd10","economy"
0,0,0,76,915,732,111,0.834586466165414,5,101,743,850,52,58,39,40,732,30,183
0,0,0,62,662,535,88,0.822429906542056,8,90,265,354,49,494,52,16,535,38,127
0,0,0,69,696,311,64,0.547008547008547,48,513,347,463,29,163,11,64,311,20,385
0,0,0,64,938,322,41,0.372727272727273,43,216,407,772,11,576,42,25,322,12,616
0,0,0,64,680,550,93,0.853211009174312,59,383,425,215,10,145,54,18,550,43,130
0,0,0,63,824,534,79,0.711711711711712,27,228,124,501,34,799,33,10,534,24,290
0,0,0,64,856,637,95,0.772357723577236,62,560,823,157,60,84,4,54,637,39,219
0,0,0,72,865,643,95,0.785123966942149,32,271,495,335,57,132,72,42,643,66,222
0,0,0,76,844,315,54,0.469565217391304,19,234,803,165,65,615,75,39,315,29,529
0,0,0,65,870,701,105,0.826771653543307,46,249,435,840,64,665,33,22,701,22,169
0,0,0,76,1138,182,22,0.162962962962963,69,444,900,891,49,208,45,15,182,75,956
0,0,0,71,1015,927,122,0.953125,58,874,652,588,42,486,7,9,927,26,88
0,0,0,71,721,424,75,0.630252100840336,50,456,386,119,17,647,10,8,424,44,297
0,0,0,74,838,496,72,0.580645161290323,48,172,185,228,36,689,68,45,496,25,342
0,0,0,63,851,302,32,0.323232323232323,52,263,488,74,28,105,17,35,302,63,549
0,0,0,80,996,714,110,0.753424657534247,43,251,539,431,39,590,38,19,714,7,282
0,0,0,64,759,133,14,0.11965811965812,36,151,551,206,40,33,9,12,133,54,626
0,0,0,69,940,75,6,0.0483870967741935,31,369,546,680,10,368,69,33,75,66,865
0,0,0,74,771,245,41,0.27891156462585,16,612,209,270,15,551,72,67,245,70,526
0,0,0,73,929,697,98,0.765625,16,111,281,163,64,892,30,73,697,43,232
0,0,0,69,849,504,74,0.627118644067797,26,736,304,193,30,242,9,46,504,64,345
0,0,0,64,702,295,45,0.436893203883495,54,241,398,311,55,549,28,45,295,46,407
0,0,0,79,926,440,63,0.470149253731343,44,453,183,581,21,742,77,75,440,18,486
0,0,0,62,657,230,48,0.428571428571429,42,594,223,370,54,524,53,33,230,27,427
0,0,0,62,780,431,66,0.611111111111111,24,677,173,129,39,120,3,53,431,62,349
0,0,0,63,742,459,70,0.693069306930693,39,248,637,379,53,723,53,49,459,46,283
0,0,0,73,734,138,25,0.208333333333333,11,203,727,162,54,219,30,20,138,70,596
0,0,0,70,797,728,115,0.966386554621849,63,545,707,299,8,523,34,64,728,34,69
